"corpus","ukwac"
"subcorpus","-"
"concordance size","12878"
"query","Query:[lc=""made"" | lemma_lc=""made""][lc=""of"" | lemma_lc=""of""];Positive filter (excluding KWIC):1 1 1 [tag=""Nc.*""];GDEX:100 "
"qub.ac.uk","are jade Tikis"," made of","  greenstone  ,"
"fishandfly.co.uk","uses"," made of","  cathedrals  by"
"thisistravel.co.uk","a great hall,"," made of","  marble  and"
"acegamez.co.uk","be"," made of","  space  objects"
"mailonsunday.co.uk","stags '' heads"," made of",""
"phrases.org.uk","coffin only"," made of","  glass  because"
"phrases.org.uk","if it too was"," made of","  wood  ?"
"jr2.ox.ac.uk","a wide strap"," made of","  cloth  . Due to"
"euro.gov.uk","the use"," made of","  police  and"
"greenparty.org.uk","distinction"," made of","  asylum"
"gnn.gov.uk","essentially"," made of","  protein  , too"
"squaremeal.co.uk","lens is mostly"," made of","  water  and"
"chester.ac.uk","& made up an oil"," made of","  omega  3,6 & 9 in"
"moviemail-online.co.uk","it found a head"," made of","  stone  from a"
"ariadne.ac.uk","feeders are"," made of","  steel  mesh,"
"rafmarham.co.uk",". Pills"," made of","  glucose  ,"
"rafmarham.co.uk","pound cake (","made of","  carbohydrate"
"ticketmaster.co.uk","use is"," made of","  ''duo  '' - Durham"
"refer.nhs.uk","were"," made of","  air  pollutant"
"sfca.co.uk","for an arm band"," made of","  fox  fur and the"
"sfca.co.uk","for an arm band"," made of","  fox  fur and the"
"bfi.org.uk:8080","of sculpture"," made of","  green-glass  ."
"fantasticfiction.co.uk",", are"," made of","  gold  ! Finally"
"birdtours.co.uk","'' purse - a bag"," made of","  asbestos  now"
"ucisa.ac.uk","cried. "" He is"," made of","  sand--he  has"
"nta.nhs.uk","party a cake"," made of","  corn-meal  and"
"projects.ex.ac.uk","use is"," made of","  data"
"mailman.ic.ac.uk",". Centers are"," made of","  centers  .... A"
"mailman.ic.ac.uk","the whole is"," made of","  parts  that are"
"irr.org.uk","of the use"," made of","  approaches"
"ariadne.ac.uk","use that can be"," made of","  maletotes  ,"
"crystal.dircon.co.uk","or vectors,"," made of","  bits  of"
"holdthefrontpage.co.uk","mention is"," made of","  genetics  in"
"users.ox.ac.uk","Maximum use is"," made of","  surveillance"
"users.ox.ac.uk","Maximum use is"," made of","  surveillance"
"politics.guardian.co.uk","park, which is"," made of","  concrete  . The"
"politics.guardian.co.uk","building, was"," made of","  glass  and"
"phrases.org.uk","use was also"," made of","  space  assets,"
"birdtours.co.uk","something be"," made of","  something"
"genuki.org.uk","was probably"," made of","  wattle  and"
"videoforums.co.uk","local staple"," made of","  maize  meal,"
"untoldlondon.org.uk","embankment"," made of","  slag  from"
"rejesus.co.uk",", soup"," made of","  bullocks  ''"
"sundaymail.co.uk","monument"," made of","  wood  and"
"richmond.ac.uk","low. It was"," made of","  thatch  and it"
"bupa.co.uk","wore dresses"," made of","  chintz  or"
"jr2.ox.ac.uk","likely to be"," made of","  plastic  and"
"televisionheaven.co.uk","check was"," made of","  payments  in"
"eatwell.gov.uk","for planets"," made of","  gas  , such as"
"futurelab.org.uk","extensive use"," made of","  material"
"soton.ac.uk","use should be"," made of","  officers  from"
"seniorsnetwork.co.uk","poppets are"," made of","  nylon  , which"
"soulwalking.co.uk","for an arm band"," made of","  fox  fur and the"
"manchester.gov.uk","centre. It ''s"," made of","  cedar  , which I"
"spamfo.co.uk","own house is"," made of","  glass  , you"
"ioe.ac.uk","as if it were"," made of","  stone  . The jaw"
"taxfreegold.co.uk","is actually"," made of","  metal  , the"
"gimbo.org.uk","like it ''s"," made of","  metal  it is in"
"mqmagazine.co.uk","use is"," made of","  mathematics  ,"
"bdo.co.uk","long. It ''s"," made of","  wood  and"
"greatwriting.co.uk","new Jerusalem"," made of","  gold  and"
"leeds.gov.uk","called camps,"," made of","  shingles  or"
"uklug.co.uk","The hollow cup"," made of","  china  you"
"cheng.cam.ac.uk","1760s mat,"," made of","  pandana  leaf"
"cheng.cam.ac.uk","is a flute"," made of","  bone  , which"
"number-10.gov.uk","a fire they had"," made of","  tree  branches"
"mark-twain.classic-literature.co.uk","a lot has been"," made of","  sort  of a clash"
"justkampers.co.uk","count! Much is"," made of","  Respect  ''s"
"city.ac.uk","princes has it"," made of","  silk  , and the"
"nhs.uk","chairs are"," made of","  wood  or"
"vts.rdn.ac.uk",". And it is"," made of","  iron  because"
"mqmagazine.co.uk","for planets"," made of","  gas  , such as"
"mqmagazine.co.uk","for planets"," made of","  gas  , such as"
"mfiles.co.uk","accusations"," made of","  Respect  that"
"york.ac.uk","the rain ''s"," made of","  metal  when"
"geos.ed.ac.uk","of harbour"," made of","  cheese  . Hmm."
"eatwell.gov.uk","anklet"," made of","  bronze  . "" He is"
"wdm.org.uk","of the bowel is"," made of","  muscle  and"
"wdm.org.uk",", typically"," made of","  carbon  paper"
"cs.bham.ac.uk","Wear clothing"," made of","  cotton  or"
"mqmagazine.co.uk","and two eyes"," made of","  coal  ) in his"
"inminds.co.uk","fuel pebbles,"," made of","  microspheres"
"arts.guardian.co.uk","and eat skulls"," made of","  sugar  with the"
"users.ox.ac.uk","gunnysacks"," made of","  burlap  . Some"
"cheng.cam.ac.uk","structures"," made of","  bone  that"
"nta.nhs.uk",", but I ''m not"," made of","  money  . I ''m"
"dca.gov.uk",", onion broth"," made of","  water  , onions"
"customs.hmrc.gov.uk","Frank has legs"," made of","  tungsten  and"
"cygnus-books.co.uk",". Little use is"," made of","  client-side"
"edinburghmetalscene.co.uk","in moulds"," made of","  earth  , in"
"jisc.ac.uk",", I am a flower"," made of","  silk  That one"
"jisc.ac.uk","home That was"," made of","  elastic  from"
"cd.ciao.co.uk","previously"," made of","  will  ow but are"
"sanger.ac.uk","version is"," made of","  cupro-nickel"
"somewhatmuchly.co.uk","completely"," made of","  asbestos  , so"
"action-tv.org.uk","every mention"," made of","  cheese  or"
"www3.open.ac.uk","the floors are"," made of","  cow-dung  ,"
"www3.open.ac.uk","ear-rings are"," made of","  wood  . ''. Good"
"www3.open.ac.uk","in. They are"," made of","  hide  and"
"www3.open.ac.uk","by a screen"," made of","  reeds  and"
"admin.cam.ac.uk","mess they have"," made of","  debt  relief."
"ultimateanimals.co.uk","mess they have"," made of","  debt  relief."
"lrb.co.uk","drill bit is"," made of","  steel  with"
"ultimateanimals.co.uk",". Porridge"," made of","  barley  , oats,"
"amazon.co.uk","originally"," made of","  wood  and"
"bnp.org.uk","is the road"," made of","  rock  , but is"
"society.guardian.co.uk",". They were"," made of","  gold  , silver,"
