"corpus","ukwac"
"subcorpus","-"
"concordance size","23504"
"query","Query:[lc=""used"" | lemma_lc=""used""][lc=""by"" | lemma_lc=""by""];Positive filter (excluding KWIC):1 1 1 [tag=""Nc.*""];GDEX:100 "
"lums.lancs.ac.uk","was formerly"," used by","  trains  from"
"lums.lancs.ac.uk","west and is"," used by","  trains  from"
"rmd.dft.gov.uk","can also be"," used by","  individuals"
"ansible.co.uk",") and can be"," used by","  infantry"
"les.man.ac.uk","may need to be"," used by",""
"cph.rcm.ac.uk",", and will be"," used by","  employment"
"twyfordbowlingclub.org.uk","'' often"," used by","  politicians"
"streamcity.co.uk","that can be"," used by","  students  and"
"exporteastofengland.org.uk","rules"," used by","  staff  ; or in"
"activityvillage.co.uk","attack tools"," used by","  crackers  from"
"flycom.co.uk","small) best be"," used by","  learners  to"
"lux.org.uk","he was often"," used by","  opponents  of"
"richard.clark32.btinternet.co.uk","is a strategy"," used by","  athletes  to"
"cs.le.ac.uk","likely to be"," used by","  amateurs  ."
"nicap.dabsol.co.uk","of warrants as"," used by",""
"diamondhunt.co.uk","","used by","  emergency"
"diamondhunt.co.uk","","used by","  government"
"jdhooker.org.uk","are"," used by","  postgraduate"
"churchinwales.org.uk","habitually"," used by","  businessmen  ,"
"peakdistrict.gov.uk","? Its a saying"," used by","  pressure"
"peakdistrict.gov.uk","? Its a saying"," used by","  pressure"
"churchill-society-london.org.uk","services"," used by","  teachers"
"kenyabirds.org.uk","touched or"," used by","  someone"
"propertypro.co.uk","West '' era. As"," used by","  Madame"
"badgirls.co.uk","actions were"," used by","  students  and"
"the-shipman-inquiry.org.uk","most jars"," used by","  households"
"gjmedia.co.uk","is now widely"," used by","  politicians"
"ilford.org.uk","are"," used by","  telecom"
"socialistunitynetwork.co.uk","as Pluto are"," used by","  portal"
"socialistunitynetwork.co.uk","and have been"," used by","  developers"
"psigate.ac.uk","the interface"," used by","  hermes  . To"
"microsharp.co.uk","and should be"," used by",""
"kahun.man.ac.uk","that can be"," used by","  teachers  ,"
"haywardtravel.co.uk","sydenham is"," used by","  sydenham  is on"
"thorncroft.co.uk","The term can be"," used by","  anyone  at"
"cornishwebservices.co.uk","largely"," used by","  secretaries"
"lentontimes.co.uk",". They can be"," used by","  beginners  for"
"cpgb.org.uk","when"," used by","  people  ."
"news.bbc.co.uk","the aircraft"," used by","  Canadians  or"
"sitcom.co.uk","reservoirs"," used by","  bird  S06"
"phrases.org.uk","procedures"," used by","  employers"
"building-history.pwp.blueyonder.co.uk","harvested and"," used by","  humans  for"
"excite.co.uk","and coercion"," used by",""
"sanger.ac.uk","","used by",""
"thisistravel.co.uk","studies"," used by","  helmet"
"burnyourbonus.co.uk","horns are"," used by","  medicine  men"
"rcpbml.org.uk","scale. This is"," used by","  paramedics  or"
"phrases.org.uk","platforms"," used by","  railway  staff"
"nwda.co.uk","and would be"," used by","  airlines"
"city.ac.uk","closing tags"," used by","  authors  to"
"tyndale.cam.ac.uk","powerful drug"," used by","  mankind  "" An"
"thegoodwebguide.co.uk",". It can be"," used by","  teachers  and"
"cnetwork.co.uk","strategies"," used by","  pupils  who"
"cnetwork.co.uk","or emergent,"," used by",""
"cnetwork.co.uk","is a process"," used by","  teacher  in"
"classic-literature.co.uk","already being"," used by","  researchers"
"kwintessential.co.uk","They are often"," used by","  scam  artists."
"big-brother.me.uk",". It is also"," used by","  cruise"
"futuremovies.co.uk","as those once"," used by","  southerners"
"developments.org.uk","BNB), which is"," used by","  librarians"
"futuremovies.co.uk","is widely"," used by","  companies  to"
"mailman-new.greennet.org.uk","have been"," used by","  ruling  groups"
"ess.uwe.ac.uk","are commonly"," used by","  freight"
"fortunecity.co.uk","is regularly"," used by","  thousands  of"
"forum.digitalspy.co.uk","being"," used by","  projects  to"
"thegoodwebguide.co.uk","that can be"," used by","  food"
"ariadne.ac.uk","is being"," used by","  birdwatchers"
"number-10.gov.uk","often"," used by","  teachers  to"
"kwintessential.co.uk",". This is"," used by","  ps(1  ). It is"
"kwintessential.co.uk",", this is"," used by","  mount(1  ) to"
"kwintessential.co.uk","This is"," used by","  free(1  ) to"
"eduserv.org.uk","said could be"," used by","  visitors  . The"
"york.ac.uk","are widely"," used by","  athletes  and"
"york.ac.uk","large doses"," used by","  athletes  ."
"sundaymail.co.uk","temps are"," used by","  companies  to"
"incore.ulst.ac.uk","are"," used by",""
"pocket-lint.co.uk","strategies"," used by","  teachers  and"
"pocket-lint.co.uk","strategies"," used by","  teachers"
"pocket-lint.co.uk","strategies"," used by","  teachers"
"pocket-lint.co.uk","strategies"," used by","  pupils  are"
"pocket-lint.co.uk","strategies"," used by","  pupils  Pupil"
"pocket-lint.co.uk","strategies"," used by","  pupils  Pupil"
"spartacus.schoolnet.co.uk","It could not be"," used by","  someone  who"
"nationalschool.gov.uk","often been"," used by","  Republicans"
"nationalschool.gov.uk","and"," used by","  Republicans"
"nationalschool.gov.uk","'' The term"," used by","  Republicans"
"nationalschool.gov.uk","occasionally"," used by","  Republicans"
"nationalschool.gov.uk","'' is the term"," used by","  Nationalists"
"nationalschool.gov.uk","'' A term"," used by","  Unionists  and"
"nationalschool.gov.uk","'' This is a term"," used by","  Nationalists"
"nationalschool.gov.uk","exclusively,"," used by","  Unionists  and"
"nationalschool.gov.uk","is a euphemism"," used by","  people  in"
"nationalschool.gov.uk","commonly"," used by","  supporters"
"nationalschool.gov.uk","Veto '' Term"," used by","  Nationalists"
"nationalschool.gov.uk","term"," used by","  Nationalists"
"spartacus.schoolnet.co.uk","and models are"," used by","  governments"
"number-10.gov.uk","Dogs are often"," used by","  gamekeepers"
"english-heritage.org.uk","guidance"," used by","  officials  in"
"wdm.org.uk","fighting"," used by",""
"painsupport.co.uk","in operation,"," used by","  students  on"
"tate.org.uk","as those"," used by","  tcpdump(8  )"
"bnp.org.uk","The system"," used by","  trade  marks"
"undiscoveredscotland.co.uk","Base which is"," used by","  contact"
"burnyourbonus.co.uk","search path"," used by","  exec*p*(  ) if"
"acegamez.co.uk","currently"," used by","  competition"
"starlink.rl.ac.uk","guidance"," used by","  staff  in"
"fortunecity.co.uk","monitors are"," used by","  athletes  and"
"cf.ac.uk",": Strategies"," used by","  11-year-olds"
"cf.ac.uk",": Strategies"," used by","  11-year-olds"
"casi.org.uk","terminology"," used by","  projects  . And"
"justkampers.co.uk","regularly"," used by","  teachers  in"
"justkampers.co.uk","to be"," used by","  children  with"
"futuremovies.co.uk",", which can be"," used by","  track  workers"
"cpgb.org.uk","21 years old."," Used by","  permission  of"
"futurelab.org.uk","). OPTIONS -p"," Used by","  getty(8  ) to"
"developments.org.uk","thinking"," used by","  tens  of"
"cs.bham.ac.uk","are heavily"," used by","  pupils  during"
"iwar.org.uk","Act, has been"," used by","  celebrity  f"
"news.zdnet.co.uk",". This is"," used by","  detainees  who"
"news.zdnet.co.uk",". This is"," used by","  detainees  who"
"acegamez.co.uk","long sidings"," used by","  track"
"forum.anothersite.co.uk","of building"," used by","  council"
"forum.anothersite.co.uk","council depot"," used by","  refuse"
"chester.ac.uk","a trade route"," used by","  locals  dates"
"transglobal-aerospace.co.uk","guidance"," used by","  officials  in"
"transglobal-aerospace.co.uk","and can be"," used by","  people"
"lse.ac.uk","paths still"," used by","  travellers  on"
"eprints.gla.ac.uk","''s, Wick was"," used by","  sailors  to"
"thegoodwebguide.co.uk","will be"," used by","  teaching  and"
"bitc.org.uk","which may be"," used by","  anglers"
"brookes.ac.uk","have been"," used by","  ruling  groups"
